GeneID	TranscriptID	Length	D21_V_1	D21_IFN_1	D21_V_2	D21_IFN_2	D21_V_3	D21_IFN_3
SMYD3	NM_022743	1463	1196	1723	1457	966	920	1115
LINC02593	NR_026874	1506	0	0	0	0	0	1
LINC02593	NR_122045	1446	0	0	0	0	0	1
PUSL1	NM_001346116	1343	3296	4628	3297	2711	2645	2837
PUSL1	NR_144369	1216	2827	3967	2854	2208	2228	2412
CDK11A	NM_001313896	2993	1855	3943	2286	1538	1680	1831
SSU72	NM_014188	1284	11181	16003	12991	9751	9258	10333
VWA1	NM_022834	4492	403	540	643	291	271	299
CDK11A	NR_132739	2868	1876	3944	2300	1587	1717	1876
CDK11A	NM_001313982	2981	1851	3903	2288	1534	1682	1819
PUSL1	NM_153339	1257	3248	4556	3254	2688	2583	2778
CDK11A	NM_033529	2954	1844	3881	2271	1534	1669	1808
CFAP74	NM_001304360	5355	0	0	0	2	0	0
VWA1	NM_199121	4097	337	452	502	246	225	251
CDK11A	NM_024011	2984	2006	4133	2437	1716	1817	1973
TTLL10	NM_001130045	2259	1	3	2	0	2	0
GNB1	NM_002074	3163	59661	90015	68716	51743	49513	55169
CDK11A	NR_132740	2907	1887	4006	2315	1591	1728	1899
GNB1	NM_001282539	3145	55990	84863	64669	48485	46344	51789
GNB1	NM_001282538	3048	48423	72857	55483	40273	39715	44441
PLCH2	NM_001303013	11622	60	92	67	63	38	25
MMEL1	NM_033467	5756	9	7	6	10	6	4
TTC34	NM_001242672	5937	10	17	5	24	3	14
PLCH2	NM_001303012	10928	67	113	83	74	45	33
PLCH2	NM_014638	9740	61	97	68	66	38	28
MORN1	NM_024848	1645	266	393	244	241	222	235
MORN1	NM_001301060	1367	276	399	246	241	220	241
TP73	NM_001204184	5098	2594	3180	2656	2021	2035	1885
TP73	NM_005427	5192	2707	3353	2779	2135	2135	1971
TP73	NM_001204187	4900	2314	2799	2356	1755	1795	1656
TP73	NM_001204186	4810	2326	2824	2385	1776	1825	1662
MEGF6	NM_001409	7443	11	24	23	3	16	13
TP73	NM_001204188	4855	2311	2809	2368	1739	1811	1638
TP73	NM_001204185	5043	2480	3042	2545	1932	1946	1783
AJAP1	NM_001042478	2507	2	3	0	1	0	0
AJAP1	NM_018836	12090	2	1	2	1	2	0
NPHP4	NM_001291593	4645	1643	2578	2056	1373	1537	1484
KCNAB2	NM_003636	3875	22959	32953	27774	19372	17963	19042
KCNAB2	NM_172130	3833	22625	32547	27336	18986	17707	18772
NPHP4	NM_001291594	4468	1622	2525	1987	1318	1484	1455
NPHP4	NM_015102	4955	1913	2918	2295	1587	1744	1706
KCNAB2	NM_001199861	3875	22493	32338	27241	18895	17623	18696
CHD5	NM_015557	9850	55	72	54	31	35	42
NPHP4	NR_111987	5502	1880	2860	2255	1547	1718	1664
CAMTA1	NM_001242701	989	1224	1844	1346	1002	1005	1290
CAMTA1	NR_038934	1003	993	1493	1102	731	755	967
CAMTA1	NR_146202	1110	1022	1541	1146	752	780	1002
CAMTA1	NR_146203	2287	1082	1603	1212	767	803	1029
CAMTA1	NM_001195563	569	1471	2224	1733	1089	1254	1516
CAMTA1	NM_001349627	605	665	1017	798	357	492	613
DNAJC11	NM_018198	3201	15188	23145	17168	14827	12640	13750
CAMTA1	NR_146204	499	650	986	784	349	480	597
NOL9	NM_024654	6627	7730	12113	10025	6472	6093	7067
CAMTA1	NM_001349614	5701	18	26	17	5	27	23
CAMTA1	NM_001349620	5393	16	19	13	5	22	20
CAMTA1	NM_001349621	5362	16	19	13	5	22	20
CAMTA1	NM_001349623	5341	16	19	13	5	22	20
CAMTA1	NM_001349625	5358	16	19	13	5	22	20
CAMTA1	NM_001349617	5676	18	26	17	5	27	23
CAMTA1	NM_001349613	5420	17	26	17	5	27	23
CAMTA1	NM_001349626	5143	15	21	13	5	22	21
CAMTA1	NM_001349622	5133	15	21	13	5	22	21
CAMTA1	NM_001349616	5503	17	28	17	5	27	24
CAMTA1	NM_001349618	5482	17	28	17	5	27	24
CAMTA1	NM_001349619	5164	15	21	13	5	22	21
CAMTA1	NM_001349615	5472	17	28	17	5	27	24
CAMTA1	NM_001349624	5112	15	21	13	5	22	21
MIR34AHG	NR_132742	4157	1252	1945	1618	1044	981	924
SLC2A5	NM_001135585	2375	1356	2126	1758	1214	1109	1279
SLC2A5	NM_001328620	4047	3098	4699	3661	2276	2673	2920
SLC2A5	NM_001328621	3700	2578	3903	3040	1858	2264	2387
SLC2A5	NM_001328619	4255	3146	4869	3710	2493	2804	3030
SPSB1	NM_025106	3105	844	1436	1017	795	749	977
SLC2A5	NM_003039	4085	3409	5229	4109	2662	2985	3254
PIK3CD	NM_001350235	5061	36248	52588	43630	32764	32338	35515
PIK3CD	NM_001350234	5515	37400	54100	45018	34010	33414	36346
KIF1B	NM_015074	10581	2138	5195	2621	2743	1795	2991
SLC25A33	NM_032315	3865	2759	3797	3098	2298	2228	2477
NMNAT1	NM_022787	3734	1740	2570	2011	1527	1320	1571
KIF1B	NM_001365952	10669	2115	5150	2593	2719	1773	2953
KIF1B	NM_183416	7800	1255	3341	1754	1654	1133	2043
KIF1B	NM_001365951	10852	2187	5334	2698	2810	1864	3079
PIK3CD	NM_005026	5412	39186	56764	47058	35271	35081	38156
UBE4B	NM_001105562	5904	9678	16508	10933	8704	8149	10056
UBE4B	NM_006048	5517	9620	16404	10862	8634	8098	9983
NMNAT1	NM_001297779	1047	504	755	612	408	395	460
NMNAT1	NM_001297778	3796	1616	2392	1848	1382	1217	1453
CASZ1	NM_017766	4403	2535	4855	3239	3310	2602	3596
MTOR	NM_004958	8721	18068	27931	19629	15345	15148	17097
CASZ1	NM_001079843	7932	3201	6248	4237	4241	3277	4681
MTHFR	NM_005957	7150	4789	6862	5311	3714	3709	3982
VPS13D	NM_018156	16281	4874	7552	6552	4227	4220	4674
FBXO6	NM_018438	1442	2356	11777	2677	7449	2006	7889
TNFRSF1B	NM_001066	3687	12877	20134	15615	11723	11182	12167
MTHFR	NM_001330358	7207	4767	6863	5347	3703	3704	3971
VPS13D	NM_015378	16356	4890	7574	6568	4229	4236	4684
LRRC38	NM_001010847	2168	0	0	0	0	0	0
PRAMEF19	NM_001099790	2123	0	0	0	0	0	0
KAZN-AS1	NR_149058	1247	1	0	0	0	0	0
PRDM2	NM_001135610	2754	893	1391	1022	815	709	874
PRDM2	NM_015866	7457	17183	26887	22772	14926	15232	17194
PRDM2	NM_012231	7957	14711	23150	19316	13736	13137	14765
PRDM2	NM_001007257	6165	16688	26147	22075	14499	14783	16661
LOC101927417	NR_148918	3112	1	1	1	6	0	0
LOC101927417	NR_148919	3109	1	1	1	6	0	0
TMEM51	NM_018022	1898	50	248	71	136	56	131
FHAD1	NM_052929	5138	11	53	7	25	7	31
TMEM51	NM_001136218	1971	59	257	75	143	59	135
KAZN	NM_001018000	3842	480	613	540	426	411	407
KAZN	NM_001018001	3643	472	609	533	425	406	405
CELA2A	NM_033440	916	0	0	0	0	0	0
TMEM51	NM_001136216	1982	46	211	63	115	56	117
TMEM51	NM_001319665	1967	48	219	69	127	43	115
TMEM51	NR_135082	1710	36	202	63	88	38	106
TMEM51	NM_001136217	1943	45	210	63	113	54	115
KAZN	NM_001370229	4020	480	613	540	426	411	407
KAZN	NM_001370231	3659	472	610	533	425	406	405
MST1P2	NR_027504	2636	94	170	103	72	73	84
SPEN	NM_015001	12385	26859	41718	35063	26105	22968	26434
SZRD1	NM_001271869	3477	44493	69464	50813	37156	36125	44217
SZRD1	NR_073500	3175	36155	56050	41074	29389	28943	35646
SZRD1	NR_073502	3430	44979	69939	51127	37556	36512	44702
SZRD1	NR_073501	3551	46793	72915	53480	39327	38336	46698
FBXO42	NM_018994	6227	4510	6764	4938	3659	3535	3919
SZRD1	NM_001114600	3480	46758	72887	53444	39319	38316	46669
SZRD1	NR_073503	3427	43813	68117	49797	36313	35365	43384
ARHGEF10L	NM_001011722	4261	16	14	32	2	8	9
ARHGEF10L	NM_001319837	4246	16	14	32	2	8	9
ARHGEF10L	NM_001328124	3704	16	14	29	2	8	9
ARHGEF10L	NM_001319838	3485	16	13	25	2	7	8
ARHGEF10L	NR_137288	5252	16	14	32	2	8	9
ARHGEF10L	NM_018125	4625	16	14	32	2	8	9
RCC2	NM_018715	8080	49032	74753	57266	40000	38334	43134
RCC2	NM_001136204	7842	48781	74362	56882	39793	38132	42889
SDHB	NM_003000	1149	12764	18387	13428	10708	10228	11489
ARHGEF10L	NR_137287	5372	16	14	34	2	10	9
KLHDC7A	NM_152375	5057	3	1	2	0	2	0
IGSF21	NM_032880	1892	0	0	0	3	0	0
PAX7	NM_001135254	6213	0	0	0	0	2	0
AKR7L	NR_040288	2362	72	117	40	28	48	35
TMCO4	NM_001349115	3445	2249	3303	2396	1770	1869	2073
TMCO4	NM_001349113	3070	4152	6197	4232	3309	3324	3796
CAPZB	NM_001206541	2095	41390	61891	45822	35839	34688	40518
TMCO4	NM_181719	2973	4187	6229	4244	3315	3343	3820
CAPZB	NM_001282162	1677	42206	63234	47790	36412	35023	40906
AKR7L	NM_001348421	2362	72	117	40	28	48	35
TMCO4	NM_001349114	3287	4194	6249	4277	3335	3363	3841
AKR7L	NR_040289	2165	32	45	16	1	25	17
CAPZB	NM_004930	1675	49503	74090	55262	43161	41618	48529
CAPZB	NM_001313932	711	13848	20516	14423	10916	11270	13290
UBR4	NM_020765	15891	30541	51555	44293	33463	27267	33420
TMCO4	NM_001349112	2894	4103	6108	4147	3266	3273	3749
CAPZB	NM_001206540	1788	49610	74266	55388	43340	41713	48649
UBXN10-AS1	NR_110078	509	1	1	0	0	1	1
KIF17	NM_001287212	4088	20	23	17	28	14	24
KIF17	NM_020816	3961	20	23	17	28	14	24
KIF17	NM_001122819	3958	19	22	17	23	13	24
VWA5B1	NM_001039500	9143	0	2	0	0	1	1
USP48	NM_001350168	4415	13783	25464	17237	12250	11874	15511
RAP1GAP	NM_001350527	3512	25	51	56	39	28	12
RAP1GAP	NM_001350528	3488	24	46	52	37	23	10
RAP1GAP	NM_001350524	3743	26	46	52	37	23	10
RAP1GAP	NM_001330383	3684	27	49	56	39	28	12
USP48	NM_001350164	4217	12745	23646	15926	10977	10970	14344
RAP1GAP	NM_002885	3322	25	48	56	32	28	12
RAP1GAP	NM_001145657	3483	24	44	52	37	23	10
RAP1GAP	NM_001145658	3338	25	48	56	32	28	12
USP48	NM_001350166	4412	13368	24730	16677	11660	11511	15044
ECE1	NM_001397	5067	14624	22391	18764	13756	11424	12652
USP48	NM_032236	4418	14507	26841	18198	13169	12572	16407
RAP1GAP	NM_001350525	3590	25	51	56	39	28	12
ECE1	NM_001113349	5026	14590	22326	18718	13708	11412	12622
USP48	NM_001330394	4032	13304	24589	16676	11942	11482	14899
HSPG2	NM_001291860	14344	118	204	289	105	65	67
ECE1	NM_001113348	5096	15036	23139	19327	14089	11849	13113
ECE1	NM_001113347	5163	14319	21944	18398	13493	11186	12415
HSPG2	NM_005529	14341	118	204	289	105	65	67
RAP1GAP	NM_001350526	3816	25	51	56	39	28	12
USP48	NM_001032730	2416	6589	12008	8169	5264	5543	7266
USP48	NM_001350167	4415	14091	26105	17638	12579	12209	15940
EPHB2	NM_001309193	10942	196	308	210	257	181	195
EPHB2	NM_017449	11036	211	332	236	270	203	206
EPHB2	NM_001309192	10861	193	297	202	244	189	179
EPHB2	NM_004442	11039	211	336	241	270	204	212
HNRNPR	NM_001102398	15516	42920	67291	48952	30875	36277	41982
HNRNPR	NM_001102399	15184	40800	64051	46665	28683	34431	39921
FUCA1	NM_000147	2118	4164	5465	5745	2804	3751	3785
HNRNPR	NM_001297620	15270	37894	59365	43088	25708	32038	36928
HNRNPR	NM_005826	15498	42531	66739	48500	30500	35940	41639
ASAP3	NM_017707	8102	19	22	21	15	17	6
HNRNPR	NM_001102397	15166	40411	63499	46213	28308	34094	39578
HNRNPR	NM_001297621	14812	35249	55230	40311	22913	29570	34440
ASAP3	NM_001143778	8048	18	22	18	15	15	6
HNRNPR	NM_001297622	14938	35813	56190	40855	23651	30246	34902
RUNX3	NM_004350	4267	56164	102462	71094	64388	50901	69269
STPG1	NM_001199014	2860	391	760	510	373	338	422
STPG1	NM_178122	2597	354	658	459	317	286	361
STPG1	NM_001199012	2804	355	679	463	333	300	375
RCAN3	NM_001251984	2387	101	134	80	51	52	46
RCAN3	NM_001251981	2575	95	143	86	54	52	43
RCAN3	NM_001251983	2528	101	143	82	51	53	46
RCAN3	NM_001251978	2663	110	151	93	65	60	52
STPG1	NM_001199013	2726	380	740	513	365	332	416
RUNX3	NM_001031680	4340	56200	102058	71151	64279	50874	68925
RCAN3	NM_001251977	6830	149	224	153	76	92	85
RCAN3	NM_001251979	6668	146	217	156	76	91	80
CLIC4	NM_013943	4251	11657	16423	14015	4737	8929	9700
RUNX3	NM_001320672	4173	55452	100851	70277	63525	50228	68131
RCAN3	NM_013441	6863	151	234	161	82	93	89
RSRP1	NM_001321772	2506	4502	7340	5450	3543	3842	4070
RSRP1	NR_135787	3142	6750	10829	8164	4635	5514	6058
RSRP1	NR_135788	3084	8811	14161	10707	5614	7013	7680
RSRP1	NR_135789	4022	8977	14415	10987	5859	7190	7838
MTFR1L	NM_001099627	1896	3283	4891	4065	2820	2692	2850
LOC646471	NR_024498	3653	43	42	30	28	26	43
RHD	NM_001127691	2526	3	0	4	3	4	3
MTFR1L	NM_019557	2103	3472	5298	4297	3122	2926	3086
LDLRAP1	NM_015627	2935	9038	11194	10256	5978	7178	6335
RHD	NM_001282872	2933	3	3	4	3	4	3
RHD	NM_001282871	2830	3	1	4	3	4	3
RHD	NM_001282870	2763	3	2	4	3	4	3
RHD	NM_016124	2837	3	2	6	3	4	3
MAN1C1	NM_001289010	4460	521	600	706	243	313	255
MAN1C1	NM_020379	4641	613	707	811	311	371	294
RHD	NM_001282868	2629	3	2	4	3	4	3
RHD	NM_001282867	2833	3	2	6	3	4	2
RHD	NM_001282869	2660	3	0	4	3	4	3
MTFR1L	NM_001099626	2057	3511	5297	4338	3089	2926	3091
MTFR1L	NM_001099625	1953	3667	5522	4520	3167	3040	3224
SLC9A1	NM_003047	4737	5878	9010	6573	5496	4878	5471
ARID1A	NM_006015	8595	47131	71832	55814	44405	40239	44810
SLC9A1	NR_046474	4276	5144	7871	5746	4755	4142	4794
ARID1A	NM_139135	7944	40822	62306	48452	38102	34605	38731
HMGN2	NM_005517	1940	74085	105402	71006	55569	59741	67217
TRNP1	NM_001013642	1961	9	19	8	3	10	11
CRYBG2	NM_001039775	5245	6	11	10	18	3	2
EYA3	NR_104214	1852	2807	6038	3092	3116	2095	2984
GPR3	NM_005281	2136	144	154	94	95	137	159
STX12	NM_177424	3034	4888	8768	6405	3538	4047	5405
PTAFR	NM_001164722	4029	1798	4201	2323	2215	1008	1615
EYA3	NM_001990	5999	9918	21091	10687	10076	7250	10544
PTAFR	NM_001164721	4191	1872	4367	2403	2286	1038	1667
EYA3	NM_001282560	1778	2648	5788	2976	2934	1991	2855
EYA3	NM_001282561	5888	9716	20679	10478	9878	7081	10350
EYA3	NM_001282562	5946	9579	20368	10294	9524	6936	10151
PHACTR4	NM_001350161	6076	7684	12879	9608	8461	6705	7998
TRNAU1AP	NR_003109	2015	2562	3667	3022	2002	1802	2234
PHACTR4	NM_001350158	6072	7671	12856	9595	8433	6690	7986
MECR	NM_001024732	2642	2637	3823	2866	2243	2020	2524
MECR	NM_001349711	2846	2553	3700	2788	2202	1969	2434
MECR	NM_016011	2515	2491	3612	2724	2128	1915	2372
MECR	NM_001349713	2724	2553	3699	2792	2216	1973	2432
MECR	NM_001349714	2636	2502	3627	2742	2144	1926	2389
MECR	NM_001349716	2599	2528	3667	2766	2166	1947	2404
MECR	NM_001349717	2507	2174	3175	2436	1892	1649	2076
MECR	NR_146212	2748	2662	3874	2900	2289	2044	2560
PHACTR4	NM_001048183	6048	7644	12809	9552	8408	6657	7951
GMEB1	NM_006582	6387	4244	6749	5295	3604	3191	3630
EPB41	NM_203342	5994	6856	10452	8209	5583	5382	5974
EPB41	NM_001166005	5956	6856	10452	8210	5583	5382	5973
EPB41	NM_001166006	2405	2001	3117	2399	1708	1581	1808
EPB41	NM_203343	5675	6545	10115	7939	5357	5176	5758
MECR	NM_001349712	2847	2719	3926	2945	2335	2088	2601
GMEB1	NM_024482	6354	4005	6325	4949	3350	2981	3413
GMEB1	NM_001319674	6357	4179	6640	5204	3562	3144	3571
PHACTR4	NM_001350159	6172	7710	12920	9642	8473	6719	8022
EPB41	NM_004437	5804	6359	9725	7627	5099	4970	5537
MECR	NR_146215	2365	2492	3626	2697	2069	1897	2382
TRNAU1AP	NM_017846	1799	2447	3471	2838	1847	1694	2123
MECR	NR_146214	2768	2271	3265	2416	1919	1724	2208
MECR	NR_146213	2238	2346	3415	2555	1954	1792	2230
EPB41	NM_001166007	5763	6807	10396	8167	5543	5348	5915
PHACTR4	NM_001350160	6148	7677	12865	9595	8439	6686	7985
PHACTR4	NM_023923	6189	7484	12580	9339	8245	6472	7786
OPRD1	NM_000911	9317	1	4	13	0	0	1
MECR	NM_001349715	2620	2530	3670	2767	2169	1949	2404
LINC01648	NR_110790	1519	0	0	0	0	0	0
ZCCHC17	NM_016505	1635	4271	6225	4947	3166	3206	3748
NKAIN1	NM_024522	2922	1	7	5	4	1	1
PUM1	NM_014676	5379	12417	19300	15019	10155	10450	11591
ZCCHC17	NM_001282566	1652	3830	5568	4426	2846	2895	3363
ZCCHC17	NM_001282569	1705	4338	6339	5040	3203	3273	3827
ZCCHC17	NM_001282570	1514	3816	5535	4403	2825	2881	3343
ZCCHC17	NM_001282568	1773	4352	6336	5062	3227	3261	3811
ZCCHC17	NM_001282567	1592	3821	5538	4405	2825	2884	3344
ZCCHC17	NM_001282572	1388	2823	4029	3284	2022	2039	2417
ZCCHC17	NM_001282571	1534	3529	5164	4121	2649	2645	3033
ZCCHC17	NM_001282573	1458	2887	4141	3374	2053	2103	2494
ZCCHC17	NM_001282574	1489	3132	4562	3634	2260	2297	2723
PUM1	NM_001020658	5385	12638	19610	15318	10296	10649	11818
BSDC1	NR_125352	3418	4951	7533	6295	4483	4036	4508
BSDC1	NM_001300958	5152	5351	8208	6845	4918	4408	4888
BSDC1	NM_001143889	3141	4176	6321	5310	3790	3405	3795
BSDC1	NM_018045	3309	4941	7519	6286	4474	4031	4501
KPNA6	NM_012316	7355	15926	25522	18887	13588	13327	15206
BSDC1	NM_001143888	3360	4974	7586	6346	4541	4063	4543
BSDC1	NM_001143890	3024	3953	6005	5028	3613	3277	3604
ZBTB8OS	NM_001366264	1982	3565	5049	4207	2737	2886	3196
ZBTB8OS	NM_001366269	1959	3574	5119	4239	2790	2895	3247
ZBTB8OS	NM_001366270	1688	1437	2105	1674	1019	1117	1281
ZBTB8OS	NM_001366271	1685	1128	1649	1295	796	846	977
ZBTB8OS	NR_158775	1937	2176	3060	2490	1556	1671	1923
ZBTB8OS	NR_158776	1709	1040	1424	1187	704	765	889
ZBTB8OS	NR_158777	1868	1942	2734	2234	1389	1487	1697
ZBTB8OS	NR_158778	2073	3586	5143	4255	2802	2926	3267
ZBTB8OS	NR_158780	1746	1461	2027	1672	956	1082	1291
ZBTB8OS	NR_158782	1906	2097	2945	2414	1485	1607	1852
ZBTB8OS	NR_158781	1799	1885	2657	2169	1168	1464	1688
ZBTB8OS	NR_158779	2149	4191	6003	4928	3209	3461	3833
TRIM62	NM_001330483	2938	1117	1750	1432	936	911	1120
AK2	NM_001319143	845	11209	16255	12249	9530	8895	10470
ZBTB8OS	NR_158772	1997	3874	5569	4697	3027	3180	3593
ZBTB8OS	NR_158774	2059	2571	3683	2943	1819	2040	2299
ZBTB8OS	NM_001308135	1925	2572	3682	2945	1834	2029	2308
KIAA1522	NM_001198973	2658	11	18	20	3	2	5
AK2	NM_001319140	2877	17334	25762	19417	17383	14432	16619
TMEM54	NM_033504	1030	13	14	22	5	3	16
ZBTB8OS	NM_178547	1946	4089	5874	4815	3139	3353	3743
TMEM54	NM_001329723	970	12	13	13	5	3	11
TMEM54	NM_001329724	931	12	12	12	5	3	9
TMEM54	NM_001329725	871	12	12	12	5	3	7
AK2	NM_001319139	3761	34711	52341	39889	31077	28561	32409
AK2	NM_001625	5970	37086	56217	42608	33040	30775	34811
AK2	NM_001199199	3619	30510	46037	34985	25034	24873	28247
ZBTB8OS	NM_001366266	1856	2856	4042	3349	2109	2256	2522
ZBTB8OS	NM_001366265	1939	3064	4459	3644	2259	2452	2776
ZBTB8OS	NM_001366258	2050	4472	6486	5392	3485	3720	4201
ZBTB8OS	NM_001366259	2015	4657	6618	5498	3559	3804	4272
ZBTB8OS	NM_001366260	1988	4554	6523	5427	3487	3745	4209
ZBTB8OS	NR_158773	1554	1803	2583	2091	1286	1392	1563
ZBTB8OS	NM_001366268	2020	3849	5474	4635	2952	3156	3524
ZBTB8OS	NM_001366267	1952	2582	3713	2961	1853	2043	2326
ZNF362	NM_152493	3187	3268	4255	3419	2578	2896	2794
KIAA1522	NM_020888	5493	32	37	45	8	12	13
AK2	NM_001319141	3692	34699	52315	39849	31034	28546	32341
ZBTB8OS	NM_001330475	2012	4169	6030	4931	3240	3428	3847
AK2	NM_013411	3643	34674	52281	39835	31029	28526	32332
ZBTB8OS	NM_001308138	1990	2751	3941	3159	1966	2177	2499
ZBTB8OS	NM_001308137	1872	2000	2805	2278	1434	1527	1737
ZBTB8OS	NM_001308136	1893	3494	4964	4123	2689	2820	3143
ZBTB8OS	NM_001308141	1950	4227	6043	4947	3253	3444	3837
ZBTB8OS	NM_001308140	1977	4301	6114	4988	3294	3485	3876
ZBTB8OS	NM_001308139	1984	4376	6305	5246	3362	3630	4079
AK2	NR_134976	3548	30086	45331	34423	24576	24428	27781
ZBTB8OS	NM_001366263	1959	2671	3818	3081	1884	2113	2427
TRIM62	NM_018207	3817	1539	2564	1964	1402	1314	1589
ZBTB8OS	NM_001366278	1564	4013	5739	4704	3052	3284	3632
AK2	NM_001319142	3517	29034	44120	33605	26395	23697	26698
ZBTB8OS	NM_001366257	1594	2457	3542	2830	1739	1953	2205
ZBTB8OS	NM_001366256	1921	2513	3603	2899	1785	1989	2267
ZBTB8OS	NM_001366255	2043	4417	6293	5126	3410	3583	3996
KIAA1522	NM_001198972	5334	32	37	45	8	12	13
TMEM54	NM_001329722	1084	13	17	23	5	3	16
KIAA1522	NM_001369553	5315	32	39	46	8	12	15
ZNF362	NM_001370212	3818	3152	4093	3325	2496	2804	2695
C1orf94	NM_001134734	3049	0	0	0	0	0	0
C1orf94	NM_032884	2025	0	0	0	0	0	0
ZMYM6	NM_007167	5121	3051	4864	4311	2296	2691	2918
ZMYM4	NM_001350138	7428	9452	15572	11845	7003	8513	9365
ZMYM4	NM_001350139	7442	9371	15418	11743	6919	8442	9264
KIAA0319L	NM_024874	4777	5530	8679	6237	5396	4677	5120
ZMYM4	NM_001350140	6673	8531	14002	10603	6545	7658	8404
ZMYM4	NM_005095	7366	9362	15404	11722	6917	8440	9258
MAP7D1	NM_001286365	3261	24616	37677	25737	21934	21438	24319
AGO1	NM_012199	13711	9110	13595	10884	7137	7597	8222
OSCP1	NM_206837	774	132	182	151	148	88	111
MAP7D1	NM_001286366	3276	25158	38160	26279	22179	21875	24792
MAP7D1	NM_018067	3375	25986	39781	27333	23127	22643	25738
AGO3	NM_024852	19659	3185	4847	4144	2275	2564	2905
OSCP1	NM_145047	1455	188	258	211	198	127	157
SH3D21	NM_001162530	2544	452	636	531	322	350	334
AGO1	NM_001317123	7336	7294	10919	8418	5768	6051	6604
OSCP1	NM_001330493	1519	192	263	215	205	131	163
AGO3	NM_177422	19401	2801	4264	3660	1926	2219	2485
AGO1	NM_001317122	7492	7498	11206	8627	5930	6233	6819
RSPO1	NM_001242909	2558	0	0	0	0	0	0
RSPO1	NM_001242910	2690	0	0	0	0	0	0
RSPO1	NM_001038633	3058	0	0	0	0	0	0
GRIK3	NM_000831	9491	1	0	1	0	0	0
RSPO1	NM_001242908	2879	0	0	0	0	0	0
INPP5B	NR_158628	4880	8223	13570	9819	7221	6940	8318
INPP5B	NM_001350228	4328	7934	13024	9473	6872	6616	7969
INPP5B	NM_001365824	4636	8189	13464	9763	7131	6884	8265
INPP5B	NR_158629	4729	7850	12952	9336	6789	6573	7933
INPP5B	NM_001297434	3895	8007	13087	9516	6917	6662	8035
INPP5B	NM_001365821	4448	8120	13355	9675	7049	6809	8189
INPP5B	NR_158631	4116	8066	13211	9590	7036	6729	8104
INPP5B	NM_001365820	4482	8065	13273	9639	7008	6745	8134
INPP5B	NM_001365823	4633	8184	13461	9754	7126	6881	8253
INPP5B	NM_001365822	4384	7965	13085	9492	6895	6642	8004
INPP5B	NM_001365825	4356	8064	13239	9581	6977	6748	8100
INPP5B	NM_001350227	3891	7773	12724	9245	6641	6419	7795
INPP5B	NM_005540	4450	8174	13450	9745	7121	6871	8247
INPP5B	NR_158630	4675	8155	13440	9718	7108	6867	8234
MACF1	NM_012090	17689	31316	48461	44651	27339	28491	30636
RHBDL2	NM_017821	1883	1	1	0	0	0	1
RHBDL2	NM_001304746	1859	1	1	0	0	0	1
NFYC	NM_001308114	2163	8546	12664	9702	7985	6959	8129
NFYC	NM_014223	1955	8624	12694	9749	7901	6954	8134
NFYC	NM_001142590	2364	5960	8838	6824	5382	4763	5582
NFYC	NM_001308115	2354	8478	12550	9623	7856	6882	8030
NFYC	NM_001142587	1952	7694	11315	8700	6806	6097	7228
NFYC	NM_001142588	2012	8736	12848	9863	8034	7062	8256
NFYC	NM_001142589	1841	7189	10609	8056	6657	5755	6723
RIMS3	NM_014747	7259	362	449	516	257	273	320
RLF	NM_012421	6232	3623	5540	4103	1845	3122	3167
SCMH1	NM_001350668	3165	4925	7923	5558	5043	4150	4816
SLFNL1-AS1	NR_037868	4800	358	548	510	360	327	319
SCMH1	NR_135092	3401	5240	8433	5933	5292	4417	5121
SCMH1	NM_001172220	3233	4987	8084	5624	5118	4188	4875
SCMH1	NM_001172222	2734	4160	6721	4632	4244	3512	4029
SCMH1	NM_001172219	3304	5157	8347	5822	5335	4346	5042
SCMH1	NM_012236	3442	5026	8134	5652	5158	4226	4915
SCMH1	NM_001350667	3583	5443	8786	6130	5566	4598	5323
SCMH1	NM_001172221	3234	5185	8325	5858	5256	4370	5016
SCMH1	NM_001031694	3347	5220	8403	5913	5285	4404	5099
SCMH1	NM_001172218	3513	5213	8419	5875	5383	4399	5107
HIVEP3	NM_001127714	12534	3784	6314	5926	4315	3623	4215
HIVEP3	NM_024503	12617	3895	6449	6042	4405	3705	4361
FOXJ3	NM_001198852	5112	10265	16282	11967	9094	8568	9491
PPCS	NM_001287511	941	1224	1800	1495	1268	1117	1228
LOC339539	NR_104171	2365	1	13	13	9	10	8
CCDC30	NM_001355224	6725	43	65	68	35	34	36
CCDC30	NM_001355226	5984	46	74	65	37	41	49
CCDC30	NM_001355227	3762	40	63	62	35	26	34
FOXJ3	NM_014947	5225	10700	16908	12459	9514	8931	9882
FOXJ3	NM_001198851	5333	10307	16339	12015	9155	8566	9512
FOXJ3	NM_001198850	5303	10302	16330	12007	9144	8560	9506
CCDC30	NM_001080850	3556	24	33	24	8	15	27
ST3GAL3	NM_001350621	2624	1353	2182	1450	1292	1224	1379
ST3GAL3	NM_001270466	1515	676	1187	693	569	617	665
ST3GAL3	NR_073018	2133	991	1669	1064	952	896	1018
ST3GAL3	NM_174965	1703	776	1337	829	699	702	789
ST3GAL3	NR_073016	2286	1330	2142	1419	1298	1205	1359
ST3GAL3	NM_174971	2368	1250	2049	1310	1174	1143	1280
ST3GAL3	NM_001350620	2450	1327	2144	1424	1278	1205	1358
ST3GAL3	NM_174969	2206	1242	2018	1297	1165	1128	1256
